,productname,price,processor,RAM,os,display,rating
681,HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light La...,"₹20,990",Not Available,Not Available,Not Available,Not Available,4.3
682,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹40,800",Not Available,Not Available,Not Available,Not Available,4.5
683,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹65,990",Not Available,Not Available,Not Available,Not Available,4.8
684,HP Chromebook Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromeb...,"₹99,990",Not Available,Not Available,Not Available,Not Available,3.7
685,HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,"₹2,12,990",Not Available,Not Available,Not Available,Not Available,4.1
686,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹41,500",Not Available,Not Available,Not Available,Not Available,4.2
687,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.3
688,Lenovo V14 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Pro) V14 G2-ITL Business Laptop,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,5
689,DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 11 Pro) 5470 ULTRA SLIM Thin...,"₹30,990",Not Available,Not Available,Not Available,Not Available,4.7
690,MSI Prestige 13 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,"₹79,990",Not Available,Not Available,Not Available,Not Available,4.3
691,Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,"₹1,76,990",Not Available,Not Available,Not Available,Not Available,4.4
692,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹39,990",Not Available,Not Available,Not Available,Not Available,4.1
693,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹17,990",Not Available,Not Available,Not Available,Not Available,3.7
694,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.3
695,ASUS ROG Strix G16 with 90WHr Battery Intel HX-Series Intel Core i9 13th Gen 13980HX - (16 GB/1 TB SSD...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.6
696,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹1,39,990",Not Available,Not Available,Not Available,Not Available,4.3
697,HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
698,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9D4HN/A,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.5
699,HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,"₹1,18,789",Not Available,Not Available,Not Available,Not Available,4.4
700,Lenovo V15 Intel Celeron Dual Core 4th Gen N4500 - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Thin a...,"₹1,43,990",Not Available,Not Available,Not Available,Not Available,4.4
701,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","₹38,500",Not Available,Not Available,Not Available,Not Available,4
702,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹70,490",Not Available,Not Available,Not Available,Not Available,5
703,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.2
704,Apple MacBook Pro Apple M3 Pro - (18 GB/1 TB SSD/macOS Sonoma) MRX43HN/A,"₹62,990",Not Available,Not Available,Not Available,Not Available,4.1
705,HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...,"₹84,990",Not Available,Not Available,Not Available,Not Available,3.9
706,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹47,990",Not Available,Not Available,Not Available,Not Available,3.8
707,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹65,990",Not Available,Not Available,Not Available,Not Available,4.2
708,HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin an...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.7
709,ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) K5504VAB-BN417WS...,"₹73,490",Not Available,Not Available,Not Available,Not Available,4.2
710,Apple MacBook Pro Apple M3 Pro - (18 GB/512 GB SSD/macOS Sonoma) MRX63HN/A,"₹1,24,990",Not Available,Not Available,Not Available,Not Available,4.2
711,DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
712,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹73,490",Not Available,Not Available,Not Available,Not Available,4.2
713,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.3
714,Colorful P15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.3
715,Apple MacBook Pro Apple M3 - (8 GB/1 TB SSD/macOS Sonoma) MR7K3HN/A,"₹23,900",Not Available,Not Available,Not Available,Not Available,4.3
716,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹50,990",Not Available,Not Available,Not Available,Not Available,3.7
717,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
718,ASUS ROG Strix G16 with 90WHr Battery Intel HX-Series Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
719,Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8N4HN/A,"₹24,999",Not Available,Not Available,Not Available,Not Available,4.7
720,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","₹28,990",Not Available,Not Available,Not Available,Not Available,4
721,DELL Inspiron 3530 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thi...,"₹31,849",Not Available,Not Available,Not Available,Not Available,4.3
722,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹40,899",Not Available,Not Available,Not Available,Not Available,4.5
723,HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4
724,MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.2
725,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹3,45,990",Not Available,Not Available,Not Available,Not Available,4.2
726,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.1
727,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹15,990",Not Available,Not Available,Not Available,Not Available,3.3
728,HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.4
729,Apple MacBook Pro Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MTL73HN/A,"₹25,990",Not Available,Not Available,Not Available,Not Available,4.2
730,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹94,990",Not Available,Not Available,Not Available,Not Available,4.7
731,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹32,190",Not Available,Not Available,Not Available,Not Available,4.3
732,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹49,990",Not Available,Not Available,Not Available,Not Available,4.2
733,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.3
734,Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7/ 15IGL7 Thin...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.3
735,Acer Aspire 5 15 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,"₹30,999",Not Available,Not Available,Not Available,Not Available,4.3
736,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹3,28,990",Not Available,Not Available,Not Available,Not Available,3.6
737,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,3.7
738,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1400FKA-EC0168 ...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
739,ASUS Intel Pentium Gold 7505 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ111WS Laptop,"₹3,28,990",Not Available,Not Available,Not Available,Not Available,4.5
740,HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,"₹1,39,990",Not Available,Not Available,Not Available,Not Available,4
741,ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ549WS T...,"₹12,990",Not Available,Not Available,Not Available,Not Available,4.5
742,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹82,990",Not Available,Not Available,Not Available,Not Available,4
743,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
744,Apple MacBook Pro Apple M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW73HN/A,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.1
745,ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SS...,"₹42,990",Not Available,Not Available,Not Available,Not Available,4.2
746,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹76,888",Not Available,Not Available,Not Available,Not Available,4.1
747,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.2
748,Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Ligh...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.1
749,ASUS Zenbook 14 OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ552WS...,"₹1,03,690",Not Available,Not Available,Not Available,Not Available,4.1
750,Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,"₹28,499",Not Available,Not Available,Not Available,Not Available,4.2
751,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹2,72,649",Not Available,Not Available,Not Available,Not Available,4.2
752,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹2,97,490",Not Available,Not Available,Not Available,Not Available,4.7
753,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,5
754,HP 250R G9 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 42V68PA Thin and Light Lap...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.7
755,Apple MacBook Pro Apple M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRW73HN/A,"₹83,990",Not Available,Not Available,Not Available,Not Available,4
756,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹91,990",Not Available,Not Available,Not Available,Not Available,3.7
757,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.2
758,Apple MacBook Pro Apple M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRW33HN/A,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,3.7
759,MSI Katana A17 AI AMD Ryzen 9 Octa Core 8945HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹38,990",Not Available,Not Available,Not Available,Not Available,4.5
760,Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN-MB Th...,"₹21,990",Not Available,Not Available,Not Available,Not Available,4
761,HP Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1023TU Thin and Light Laptop,"₹49,990",Not Available,Not Available,Not Available,Not Available,4.6
762,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹76,990",Not Available,Not Available,Not Available,Not Available,4.4
763,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.7
764,HP 14s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
765,Infinix ZERO BOOK ULTRA Series Laptop Intel Intel Core i9 12th Gen 12900H - (16 GB/512 GB SSD/Windows ...,"₹51,990",Not Available,Not Available,Not Available,Not Available,4.1
766,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹30,850",Not Available,Not Available,Not Available,Not Available,3.5
767,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,3.7
768,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
769,Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Laptop,"₹2,34,990",Not Available,Not Available,Not Available,Not Available,4.7
770,Apple MacBook Pro Apple M3 Pro - (36 GB/512 GB SSD/macOS Sonoma) MRW63HN/A,"₹1,19,990",Not Available,Not Available,Not Available,Not Available,3.8
771,Apple Apple M4 Max - (36 GB/1 TB SSD/macOS Sequoia) MX2K3HN/A,"₹79,990",Not Available,Not Available,Not Available,Not Available,4.7
772,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹71,990",Not Available,Not Available,Not Available,Not Available,4.1
773,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹15,990",Not Available,Not Available,Not Available,Not Available,3.6
774,HP Victus Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.3
775,HP Victus AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce ...,"₹31,500",Not Available,Not Available,Not Available,Not Available,4.3
776,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,94,990",Not Available,Not Available,Not Available,Not Available,4.4
777,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.6
778,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5541WS ...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,3.7
779,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.2
780,HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light La...,"₹1,69,990",Not Available,Not Available,Not Available,Not Available,4.2
781,"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Window...","₹1,09,990",Not Available,Not Available,Not Available,Not Available,4.6
782,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹53,989",Not Available,Not Available,Not Available,Not Available,4.1
783,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹46,490",Not Available,Not Available,Not Available,Not Available,3.9
784,Infinix ZEROBOOK 13 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thin and ...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.5
785,HP 250 G8 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Business Laptop,"₹81,990",Not Available,Not Available,Not Available,Not Available,4
786,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹12,990",Not Available,Not Available,Not Available,Not Available,4.2
787,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.1
788,Apple MacBook Pro Apple M3 Pro - (18 GB/512 GB SSD/macOS Sonoma) MRW43HN/A,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.1
789,"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 9 185H - (16 GB/1 TB SSD/W...","₹30,290",Not Available,Not Available,Not Available,Not Available,4.2
790,ASUS TUF Gaming A16 Advantage Edition AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home...,"₹91,990",Not Available,Not Available,Not Available,Not Available,5
791,Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thi...,"₹30,990",Not Available,Not Available,Not Available,Not Available,4
792,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹25,810",Not Available,Not Available,Not Available,Not Available,4.2
793,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.7
794,Acer Aspire Lite Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) AL15-51 Thin and L...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4
795,Apple Apple M4 - (24 GB/1 TB SSD/macOS Sequoia) MCX14HN/A,"₹1,37,990",Not Available,Not Available,Not Available,Not Available,4.7
796,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,34,990",Not Available,Not Available,Not Available,Not Available,4.3
797,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.3
798,MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹53,990",Not Available,Not Available,Not Available,Not Available,5
799,MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,"₹14,990",Not Available,Not Available,Not Available,Not Available,3.9
800,MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"₹1,34,990",Not Available,Not Available,Not Available,Not Available,4
801,MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"₹50,990",Not Available,Not Available,Not Available,Not Available,3.7
802,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹31,490",Not Available,Not Available,Not Available,Not Available,4.2
803,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.3
804,DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,3.5
805,Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,"₹52,989",Not Available,Not Available,Not Available,Not Available,4.5
806,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹78,190",Not Available,Not Available,Not Available,Not Available,4
807,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.2
808,HP 250 G8 Intel Core i3 11th Gen - (8 GB/512 GB SSD/DOS) 250 G8 Notebook,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.3
809,"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/W...","₹54,527",Not Available,Not Available,Not Available,Not Available,3.8
810,Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"₹81,900",Not Available,Not Available,Not Available,Not Available,3.7
811,"HP 255 G10 AMD Ryzen 3 Octa Core 13th Gen AMD Ryzen™ 3 7320U (up to 4.1 GHz, 4 cores, 8 threads) - (8 ...","₹1,49,990",Not Available,Not Available,Not Available,Not Available,4.2
812,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹20,990",Not Available,Not Available,Not Available,Not Available,4.1
813,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
814,Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.7
815,MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,"₹1,04,990",Not Available,Not Available,Not Available,Not Available,4.2
816,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹1,07,990",Not Available,Not Available,Not Available,Not Available,4.7
817,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.3
818,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.3
819,MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,"₹1,37,990",Not Available,Not Available,Not Available,Not Available,3.3
820,Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹89,990",Not Available,Not Available,Not Available,Not Available,4.3
